---
recorded_at: 2026-04-12T18:53:50.029824776-07:00
mode: manual
files: [".keel/stories/VGcvOsBRp/EVIDENCE/ac-4.log"]
---

--- File: ac-4.log ---
test infrastructure::cli::interactive_tui::tests::inline_viewport_height_remains_compact ... ok
test infrastructure::cli::interactive_tui::tests::login_command_accepts_explicit_provider_when_current_lane_is_local ... ok
test infrastructure::cli::interactive_tui::tests::login_command_accepts_inception_provider_when_current_lane_is_local ... ok
test infrastructure::cli::interactive_tui::tests::login_command_enters_masked_mode_for_remote_provider ... ok
test infrastructure::cli::interactive_tui::tests::harness_state_events_render_governor_and_timeout_summary ... ok
test infrastructure::cli::interactive_tui::tests::login_command_is_rejected_for_local_provider ... ok
test infrastructure::cli::interactive_tui::tests::login_submission_queues_pending_key_and_masks_display_text ... ok
test infrastructure::cli::interactive_tui::tests::model_catalog_mentions_runtime_lane_state_file ... ok
test infrastructure::cli::interactive_tui::tests::model_command_queues_runtime_update_for_enabled_provider ... ok
test infrastructure::cli::interactive_tui::tests::model_command_rejects_disabled_provider_selection ... ok
test infrastructure::cli::interactive_tui::tests::model_command_rejects_overlapping_runtime_reconfiguration ... ok
test infrastructure::cli::interactive_tui::tests::plan_updates_render_as_checklist_rows_in_the_tui_transcript ... ok
test infrastructure::cli::interactive_tui::tests::new_event_resets_in_flight_flag ... ok
test infrastructure::cli::interactive_tui::tests::runtime_update_dispatch_enters_reconfiguring_phase_without_blocking ... ok
test infrastructure::cli::interactive_tui::tests::single_line_paste_stays_literal_in_the_tui_prompt ... ok
test infrastructure::cli::interactive_tui::tests::slash_command_completion_accepts_active_suggestion ... ok
test infrastructure::cli::interactive_tui::tests::slash_command_completion_can_target_login_provider ... ok
test infrastructure::cli::interactive_tui::tests::slash_command_completion_can_target_model_id ... ok
test infrastructure::cli::interactive_tui::tests::planner_owned_inspect_calls_do_not_repeat_matching_step_rows ... ok
test infrastructure::cli::interactive_tui::tests::queued_prompt_dispatches_after_current_turn_finishes ... ok
test infrastructure::cli::interactive_tui::tests::runtime_update_completion_updates_catalog_and_clears_busy_state ... ok
test infrastructure::cli::interactive_tui::tests::idle_viewport_keeps_prompt_attached_to_scrollback ... ok
test infrastructure::cli::interactive_tui::tests::slash_command_completion_can_target_model_provider ... ok
test infrastructure::cli::interactive_tui::tests::model_command_lists_enabled_and_disabled_provider_catalog_entries ... ok
test infrastructure::cli::interactive_tui::tests::hunting_in_flight_row_is_reused_instead_of_accumulating ... ok
test application::tests::known_edit_turns_can_spend_multiple_candidate_reads_before_applying_a_patch ... ok
test infrastructure::cli::interactive_tui::tests::prompt_wrap_redraw_does_not_leave_duplicated_text_on_the_next_line ... ok
test infrastructure::adapters::http_provider::tests::openai_planner_uses_native_action_tool_and_parses_tool_calls ... ok
test application::tests::controller_infers_known_edit_from_prompt_without_provider_signal ... ok
test application::tests::edit_turn_stop_answers_replan_into_workspace_editor_actions ... ok
test infrastructure::cli::interactive_tui::tests::slash_command_login_provider_suggestions_skip_non_login_providers ... ok
test infrastructure::cli::interactive_tui::tests::slash_command_popup_area_stays_within_offset_frame ... ok
test infrastructure::cli::interactive_tui::tests::slash_command_model_suggestions_do_not_fake_freeform_model_ids ... ok
test infrastructure::cli::interactive_tui::tests::terminal_output_events_render_as_terminal_rows ... ok
test infrastructure::cli::interactive_tui::tests::slash_command_completion_can_target_subcommands ... ok
test infrastructure::cli::interactive_tui::tests::tool_output_events_reuse_single_stream_row_and_append_chunks ... ok
test infrastructure::cli::interactive_tui::tests::tool_output_rows_do_not_spawn_shadow_in_flight_rows_after_silence ... ok
test infrastructure::config::tests::default_config_uses_sift_and_qwen ... ok
test infrastructure::cli::interactive_tui::tests::tooling_harness_rows_do_not_spawn_shadow_in_flight_rows_after_tool_completion ... ok
test infrastructure::config::tests::normalizes_gatherer_provider_alias ... ok
test infrastructure::config::tests::normalizes_legacy_moonshot_model_alias ... ok
test infrastructure::config::tests::load_returns_defaults_when_no_file_exists ... ok
test infrastructure::config::tests::configuration_guidance_marks_inception_core_path_as_immediately_usable ... ok
test infrastructure::config::tests::runtime_preferences_override_user_config_when_workspace_is_absent ... ok
test infrastructure::cli::interactive_tui::tests::transcript_update_for_current_task_requests_transcript_sync ... ok
test infrastructure::cli::interactive_tui::tests::tty_interactive_mode_uses_tui_but_prompt_keeps_plain_path ... ok
test infrastructure::cli::interactive_tui::tests::transcript_update_for_other_task_is_ignored ... ok
test infrastructure::cli::interactive_tui::tests::turn_events_render_as_codex_like_action_rows ... ok
test infrastructure::cli::interactive_tui::tests::transcript_rows_render_timing_suffixes ... ok
test infrastructure::cli::interactive_tui::tests::web_server_ready_row_reports_bound_socket_address ... ok
test infrastructure::config::tests::runtime_verbosity_prefers_cli_over_config ... ok
test infrastructure::config::tests::runtime_verbosity_uses_config_when_cli_is_unset ... ok
test infrastructure::config::tests::startup_port_requests_ephemeral_binding_without_authored_config ... ok
test infrastructure::conversation_history::tests::default_conversation_history_path_targets_machine_state ... ok
test infrastructure::config::tests::runtime_preferences_override_workspace_config_for_lane_fields ... ok
test infrastructure::config::tests::startup_port_requests_ephemeral_binding_when_authored_config_omits_port ... ok
test infrastructure::credentials::tests::empty_key_file_returns_none ... ok
test infrastructure::credentials::tests::key_file_has_restricted_permissions ... ok
test infrastructure::credentials::tests::load_returns_none_for_unknown_provider ... ok
test infrastructure::credentials::tests::credential_directories_are_restricted ... ok
test infrastructure::conversation_history::tests::conversation_history_store_round_trips_prompts_and_recent_turns ... ok
test infrastructure::credentials::tests::local_provider_is_enabled_without_credentials ... ok
test infrastructure::credentials::tests::key_files_are_stored_separately ... ok
test infrastructure::config::tests::load_layers_runtime_preferences_after_authored_config ... ok
test infrastructure::dev_workflow_contracts::docs_static_favicon_exists_for_docusaurus_builds ... ok
test infrastructure::credentials::tests::resolve_api_key_reports_missing_configuration ... ok
test infrastructure::dev_workflow_contracts::docs_app_defines_browser_e2e_verification ... ok
test infrastructure::credentials::tests::save_and_load_round_trips ... ok
test infrastructure::config::tests::load_parses_toml_from_workspace ... ok
test infrastructure::config::tests::load_parses_native_transport_configuration_and_auth ... ok
test infrastructure::credentials::tests::save_overwrites_existing_key ... ok
test infrastructure::credentials::tests::optional_local_provider_stays_enabled_without_credentials ... ok
test infrastructure::credentials::tests::provider_for_env_maps_known_vars ... ok
test application::tests::recursive_edit_signals_promote_turns_into_edit_obligations ... ok
test infrastructure::dev_workflow_contracts::dev_shell_exposes_node_for_frontend_workspace_checks ... ok
test infrastructure::dev_workflow_contracts::frontend_apps_exist_under_apps_directory ... ok
test infrastructure::credentials::tests::resolve_api_key_falls_back_to_stored_file ... ok
test infrastructure::dev_workflow_contracts::frontend_playwright_artifacts_are_gitignored ... ok
test infrastructure::credentials::tests::resolve_api_key_prefers_environment_values ... ok
test infrastructure::config::tests::load_parses_lane_sections_with_shared_fallback_structure ... ok
test infrastructure::dev_workflow_contracts::just_paddles_rebuilds_runtime_frontend_before_launching_cli ... ok
test infrastructure::dev_workflow_contracts::just_quality_runs_frontend_workspace_lint_checks ... ok
test infrastructure::credentials::tests::required_remote_provider_is_disabled_when_missing_credentials ... ok
test infrastructure::dev_workflow_contracts::narrative_machine_planning_docs_define_shared_vocabulary_and_selection_contract ... ok
test infrastructure::dev_workflow_contracts::pre_commit_governor_runs_repo_quality_and_test_entrypoints ... ok
test infrastructure::dev_workflow_contracts::root_workspace_lockfile_exists_for_clean_ci_installs ... ok
test infrastructure::dev_workflow_contracts::root_workspace_package_defines_shared_scripts_and_workspaces ... ok
test infrastructure::dev_workflow_contracts::runtime_shell_host_keeps_panels_flush_to_the_viewport ... ok
test infrastructure::dev_workflow_contracts::runtime_web_app_defines_a_build_script ... ok
test infrastructure::dev_workflow_contracts::runtime_web_app_uses_tanstack_router_instead_of_react_router ... ok
test infrastructure::dev_workflow_contracts::runtime_shell_buttons_do_not_underline_and_transit_route_drops_legacy_toggle_chrome ... ok
test infrastructure::dev_workflow_contracts::runtime_web_playwright_config_exists ... ok
test infrastructure::dev_workflow_contracts::runtime_web_e2e_script_runs_the_product_route_playwright_suite ... ok
test infrastructure::dev_workflow_contracts::just_test_runs_frontend_workspace_test_checks ... ok
test infrastructure::dev_workflow_contracts::runtime_web_tests_follow_domain_partitioning ... ok
test infrastructure::dev_workflow_contracts::runtime_web_live_harness_launches_paddles_inside_nix_develop ... ok
test infrastructure::dev_workflow_contracts::nix_package_build_uses_repo_rust_toolchain ... ok
test infrastructure::dev_workflow_contracts::siftignore_excludes_workspace_local_sift_artifacts_from_search ... ok
test infrastructure::dev_workflow_contracts::turbo_config_exists_for_frontend_workspace ... ok
test infrastructure::execution_governance::tests::gate_escalates_with_bounded_command_prefix_reuse_when_profile_allows_it ... ok
test infrastructure::harness_profile::tests::prompt_envelope_capabilities_explicitly_downgrade_the_active_profile ... ok
test infrastructure::harness_profile::tests::structured_capability_surfaces_keep_the_structured_profile_active ... ok
test infrastructure::native_transport::tests::record_bound_transport_promotes_phase_and_runtime_bind_target ... ok
test infrastructure::native_transport::tests::record_degraded_clears_websocket_session_and_preserves_bind_target ... ok
test infrastructure::native_transport::tests::record_transport_failure_captures_latest_error ... ok
test infrastructure::native_transport::tests::resolve_bind_target_prefers_authored_transport_target ... ok
test infrastructure::native_transport::tests::resolve_shared_web_bind_target_rejects_conflicting_http_and_sse_targets ... ok
test infrastructure::execution_governance::tests::gate_fails_closed_when_the_active_profile_is_missing ... ok
test infrastructure::config::tests::configuration_guidance_distinguishes_core_inception_support_from_optional_capabilities ... ok
test infrastructure::native_transport::tests::resolve_shared_web_bind_target_rejects_conflicting_http_and_transit_targets ... ok
test infrastructure::native_transport::tests::resolve_shared_web_bind_target_rejects_conflicting_http_and_websocket_targets ... ok
test infrastructure::native_transport::tests::resolve_shared_web_bind_target_uses_sse_target_when_http_is_disabled ... ok
test infrastructure::providers::tests::auth_requirements_distinguish_local_optional_and_required_providers ... ok
test infrastructure::providers::tests::capability_surface_negotiates_shared_http_render_and_tool_call_behavior ... ok
test infrastructure::providers::tests::inception_provider_metadata_is_registered ... ok
test infrastructure::providers::tests::known_state_space_models_include_remote_and_local_catalog_entries ... ok
test infrastructure::execution_hand::tests::registry_bootstraps_consistent_diagnostics_for_local_execution_hands ... ok
test infrastructure::providers::tests::moonshot_aliases_are_normalized ... ok
test infrastructure::providers::tests::openai_provider_exposes_additional_model_ids ... ok
test infrastructure::execution_hand::tests::registry_can_publish_and_clear_the_active_governance_profile ... ok
test infrastructure::providers::tests::openai_transport_error_mentions_supported_replacements ... ok
test infrastructure::providers::tests::openai_transport_rejects_responses_only_pro_models ... ok
test infrastructure::config::tests::readme_documents_inception_authentication_and_model_selection ... ok
test infrastructure::rendering::tests::citation_sections_are_appended_once ... ok
test infrastructure::rendering::tests::assistant_response_schema_avoids_conditional_keywords_for_openai_compatibility ... ok
test infrastructure::rendering::tests::contract_prompt_advertises_supported_render_types ... ok
test infrastructure::execution_hand::tests::registry_records_lifecycle_transitions_without_redefining_state_names ... ok
test infrastructure::cli::interactive_tui::tests::slash_command_popup_renders_matching_commands ... ok
test infrastructure::rendering::tests::empty_citation_sources_do_not_poison_parse ... ok
test infrastructure::rendering::tests::extract_http_urls_normalizes_and_deduplicates_urls ... ok
test infrastructure::rendering::tests::grounded_contract_prompt_forbids_denying_attached_output ... ok
test infrastructure::rendering::tests::grounded_contract_prompt_forbids_future_intent_language ... ok
test infrastructure::rendering::tests::grounded_contract_prompt_treats_user_failure_claims_as_hypotheses ... ok
test infrastructure::rendering::tests::keeps_code_blocks_intact_when_sanitizing_markdownish_fallbacks ... ok
test infrastructure::external_capability::tests::noop_broker_returns_explicit_unavailable_results_for_known_capabilities ... ok
test infrastructure::external_capability::tests::noop_broker_publishes_the_default_catalog ... ok
test infrastructure::rendering::tests::repairs_structured_responses_when_declared_types_do_not_match_blocks ... ok
test infrastructure::rendering::tests::parses_and_flattens_structured_assistant_responses ... ok
test infrastructure::rendering::tests::repairs_structured_responses_when_render_types_are_missing ... ok
test infrastructure::native_transport::tests::registry_builds_diagnostics_from_transport_configuration ... ok
test infrastructure::rendering::tests::salvages_fragmented_structured_responses_from_partial_json ... ok
test infrastructure::rendering::tests::unrecoverable_structured_responses_render_debuggable_json_excerpt ... ok
test infrastructure::cli::interactive_tui::tests::slash_command_popup_renders_model_provider_suggestions ... ok
test infrastructure::rendering::tests::assistant_response_parser_accepts_nullable_irrelevant_block_fields ... ok
test infrastructure::cli::interactive_tui::tests::slash_command_popup_renders_login_provider_suggestions ... ok
test infrastructure::adapters::sift_direct_gatherer::tests::direct_gatherer_emits_concrete_progress_without_planner_labels ... ok
test infrastructure::rendering::tests::openai_compatible_render_capabilities_include_inception ... ok
test infrastructure::rendering::tests::normalizes_raw_markdownish_bold_fallbacks ... ok
test infrastructure::runtime_preferences::tests::default_runtime_lane_preference_path_targets_machine_state ... ok
test infrastructure::runtime_preferences::tests::runtime_lane_preferences_capture_planner_override_details ... ok
test infrastructure::runtime_preferences::tests::runtime_lane_preferences_omit_redundant_planner_defaults ... ok
test infrastructure::runtime_preferences::tests::runtime_lane_preference_store_migrates_openai_responses_only_models_to_chat_models ... ok
test infrastructure::runtime_preferences::tests::runtime_lane_preference_store_round_trips_preferences ... ok
test infrastructure::rendering::tests::native_render_capabilities_announce_transport_constraints ... ok
test infrastructure::sift_cache::tests::default_sift_cache_dir_is_created_when_resolved ... ok
test infrastructure::sift_cache::tests::default_sift_cache_dir_distinguishes_different_workspaces ... ok
test infrastructure::sift_cache::tests::default_sift_cache_dir_targets_machine_cache_outside_workspace ... ok
test infrastructure::sift_cache::tests::default_sift_cache_dir_is_stable_for_the_same_workspace ... ok
test infrastructure::step_timing::tests::load_returns_empty_for_corrupt_file ... ok
test infrastructure::step_timing::tests::flush_creates_cache_directory ... ok
test infrastructure::specialist_brains::tests::session_continuity_specialist_adds_runtime_note_for_structured_profiles ... ok
test infrastructure::step_timing::tests::percentile_computes_correct_p50_and_p85 ... ok
test infrastructure::step_timing::tests::percentile_returns_none_with_insufficient_samples ... ok
test infrastructure::step_timing::tests::classify_returns_fast_below_p50 ... ok
test infrastructure::step_timing::tests::record_stores_deltas_up_to_window_cap ... ok
test infrastructure::step_timing::tests::round_trips_through_json_serialization ... ok
test infrastructure::step_timing::tests::classify_returns_normal_between_p50_and_p85 ... ok
test infrastructure::specialist_brains::tests::session_continuity_specialist_reports_clear_profile_fallback ... ok
test infrastructure::step_timing::tests::classify_returns_normal_with_insufficient_history ... ok
test infrastructure::step_timing::tests::classify_returns_slow_above_p85 ... ok
test infrastructure::terminal::tests::terminal_runner_fails_closed_before_spawning_when_policy_is_unavailable ... ok
test infrastructure::step_timing::tests::load_returns_empty_for_missing_file ... ok
test infrastructure::web::tests::broadcast_event_sink_filters_projection_rows_by_resolved_verbosity ... ok
test infrastructure::web::tests::broadcast_event_sink_projects_runtime_items_for_control_state_events ... ok
test infrastructure::web::tests::broadcast_event_sink_tags_turn_events_with_the_session_projection_identity ... ok
test infrastructure::web::tests::broadcast_forensic_sink_forwards_live_updates ... ok
test infrastructure::step_timing::tests::oldest_entries_evicted_when_window_full ... ok
test infrastructure::web::tests::embedded_primary_shell_renders_system_transcript_messages_with_system_styling ... ok
test infrastructure::transport_mediator::tests::mediator_collects_provider_and_native_transport_secret_env_vars ... ok
test infrastructure::transport_mediator::tests::mediator_reports_failed_transport_diagnostics_when_bearer_token_is_missing ... ok
test infrastructure::web::tests::embedded_primary_shell_only_auto_scrolls_chat_when_the_viewport_is_at_the_tail ... ok
test infrastructure::web::tests::forensic_routes_project_conversation_and_turn_replay_with_lifecycle_states ... ok
test infrastructure::dev_workflow_contracts::http_and_sse_transport_operator_workflow_is_documented ... ok
test infrastructure::cli::interactive_tui::tests::slash_command_popup_renders_model_id_suggestions ... ok
test infrastructure::dev_workflow_contracts::native_transport_substrate_is_documented_in_owning_repo_docs ... ok
test infrastructure::web::tests::manifold_route_html_surfaces_lifecycle_states_during_live_turns ... ok
test infrastructure::dev_workflow_contracts::embedded_fallback_shell_parity_boundary_is_documented ... ok
test infrastructure::web::tests::embedded_primary_shell_accumulates_tool_output_stream_rows ... ok
test infrastructure::web::tests::manifold_route_html_encodes_temporal_signal_phases ... ok
test infrastructure::web::tests::manifold_routes_project_time_ordered_signal_frames_and_lineage_anchors ... ok
test infrastructure::web::tests::manifold_route_html_renders_topology_primitives_and_conduits ... ok
test infrastructure::web::tests::manifold_route_html_uses_bounded_local_scrollers ... ok
test infrastructure::web::tests::embedded_primary_shell_renders_plan_update_rows ... ok
test infrastructure::web::tests::forensic_inspector_html_subscribes_to_replay_backed_live_updates ... ok
test infrastructure::web::tests::manifold_route_html_links_selected_sources_back_to_forensics ... ok
test infrastructure::web::tests::embedded_primary_shell_selects_manifold_turns_from_transcript_messages ... ok
test infrastructure::web::tests::manifold_route_html_uses_compact_playback_banner_once_frames_exist ... ok
test infrastructure::dev_workflow_contracts::forensic_route_drops_legacy_nav_list_pane_chrome_and_docs_the_internals_escape_hatch ... ok
test infrastructure::dev_workflow_contracts::nix_package_tracks_locked_sift_revision_for_vendoring ... ok
test infrastructure::adapters::http_provider::tests::openai_planner_retries_invalid_initial_action_before_succeeding ... ok
test infrastructure::web::tests::primary_shell_loader_prefers_react_dist_when_present ... ok
test infrastructure::web::tests::manifold_route_html_streams_live_updates_and_reconciles_from_replay ... ok
test infrastructure::web::tests::manifold_update_payload_replays_turn_state_for_live_updates ... ok
test infrastructure::web::tests::primary_shell_loader_falls_back_to_embedded_primary_shell_when_dist_is_missing ... ok
test infrastructure::dev_workflow_contracts::websocket_and_transit_transport_operator_workflow_is_documented ... ok
test infrastructure::web::tests::primary_runtime_routes_serve_the_resolved_primary_frontend_shell ... ok
test infrastructure::web::tests::manifold_route_html_supports_time_scrub_controls ... ok
test infrastructure::web::tests::embedded_primary_shell_preserves_core_runtime_parity_boundary ... ok
test infrastructure::web::tests::forensic_inspector_html_exposes_local_force_and_shadow_surfaces ... ok
test infrastructure::web::tests::transit_trace_html_fetches_session_scoped_graphs ... ok
test infrastructure::web::tests::transit_trace_html_adapts_detail_density_to_zoom ... ok
test infrastructure::web::tests::transit_trace_html_supports_drag_pan ... ok
test infrastructure::web::tests::web_router_does_not_expose_legacy_or_app_alias_routes ... ok
test infrastructure::web::tests::transit_trace_html_uses_primary_route_paths_only ... ok
test infrastructure::web::tests::web_router_serves_dedicated_manifold_and_transit_routes ... ok
test infrastructure::web::tests::transit_trace_html_supports_wheel_zoom ... ok
test infrastructure::web::tests::transit_trace_html_uses_monospace_typography ... ok
test infrastructure::web::tests::transit_trace_html_supports_significance_toggles ... ok
test infrastructure::web::tests::web_html_exposes_manifold_route_shell_and_path_sync ... ok
test infrastructure::workspace_paths::tests::authored_workspace_files_exclude_vendor_and_generated_directories ... ok
test infrastructure::workspace_entity_index::tests::resolver_inventory_respects_workspace_boundary ... ok
test infrastructure::workspace_entity_index::tests::workspace_entity_index_cache_refreshes_after_workspace_changes ... ok
test infrastructure::workspace_paths::tests::authored_workspace_files_respect_repo_gitignore_patterns ... ok
test infrastructure::workspace_paths::tests::authored_workspace_files_keep_real_repo_sources ... ok
test infrastructure::adapters::http_provider::tests::openai_prompt_envelope_requests_use_max_completion_tokens ... ok
test infrastructure::terminal::tests::terminal_runner_reports_hand_execution_diagnostics_after_command_completion ... ok
test infrastructure::terminal::tests::terminal_runner_does_not_forward_provider_or_transport_credentials_into_shells ... ok
test infrastructure::adapters::sift_agent::tests::action_prompts_retry_for_tool_calls_after_empty_response ... ok
test infrastructure::adapters::http_provider::tests::openai_planner_retries_invalid_next_action_before_succeeding ... ok
test infrastructure::adapters::http_provider::tests::openai_provider_records_exact_forensic_exchange_artifacts_in_trace_replay ... ok
test infrastructure::web::tests::health_route_reports_ready_http_request_response_transport ... ok
test infrastructure::web::tests::health_route_reports_ready_server_sent_events_transport ... ok
test infrastructure::web::tests::health_and_shared_bootstrap_report_failed_http_and_sse_bind_conflicts ... ok
test infrastructure::web::tests::health_route_reports_execution_hand_and_native_transport_diagnostics ... ok
test infrastructure::adapters::sift_agent::tests::action_prompts_retry_for_tool_calls_after_prose ... ok
test infrastructure::adapters::sift_agent::tests::deterministic_action_turns_require_model_selected_tool_calls ... ok
test infrastructure::web::tests::shared_bootstrap_reports_ready_http_and_sse_native_transports_on_shared_listener ... ok
test infrastructure::web::tests::shared_bootstrap_route_returns_shared_session_projection_and_execution_hand_diagnostics ... ok
test application::tests::commit_turns_review_stop_answers_into_git_commit_actions ... ok
test infrastructure::dev_workflow_contracts::nix_cargo_lock_vendoring_normalizes_duplicate_name_version_entries ... ok
test infrastructure::web::tests::missing_bearer_token_env_marks_transport_mediator_failed_in_runtime_diagnostics ... ok
test infrastructure::web::tests::websocket_transport_session_establishment_updates_shared_diagnostics ... ok
test infrastructure::web::tests::websocket_transport_binary_frame_failures_degrade_shared_diagnostics ... ok
test infrastructure::web::tests::broadcast_projection_sinks_rebuild_snapshots_from_authoritative_replay ... ok
test infrastructure::web::tests::session_routes_project_live_shared_session_turns_from_mock_provider ... ok
test infrastructure::web::tests::websocket_and_transit_auth_rejections_degrade_shared_diagnostics ... ok
test infrastructure::web::tests::transit_transport_invalid_content_type_degrades_shared_diagnostics ... ok
test infrastructure::adapters::http_provider::tests::openai_provider_surfaces_mock_server_errors_through_full_turns ... ok
test infrastructure::adapters::http_provider::tests::inception_provider_salvages_fragmented_structured_final_answers ... ok
test infrastructure::adapters::http_provider::tests::inception_provider_normalizes_structured_final_answers ... ok
test infrastructure::adapters::http_provider::tests::gemini_provider_executes_a_full_turn_against_a_mock_server ... ok
test infrastructure::adapters::http_provider::tests::anthropic_provider_executes_a_full_turn_against_a_mock_server ... ok
test infrastructure::adapters::http_provider::tests::inception_provider_executes_a_full_turn_against_a_mock_server ... ok
test application::tests::known_edit_turns_can_replan_after_budget_exhaustion_and_still_apply_a_patch ... ok
test infrastructure::adapters::http_provider::tests::openai_provider_executes_a_full_turn_against_a_mock_server ... ok
test infrastructure::adapters::http_provider::tests::inception_provider_surfaces_debuggable_excerpt_for_unrecoverable_structured_answers ... ok
test infrastructure::adapters::http_provider::tests::openai_provider_normalizes_structured_final_answers ... ok
test infrastructure::web::tests::transit_transport_round_trip_uses_structured_payloads_and_reports_ready_diagnostics ... ok
test infrastructure::adapters::sift_direct_gatherer::tests::direct_gatherer_respects_budget_and_requested_mode_metadata ... ok
test infrastructure::adapters::sift_direct_gatherer::tests::direct_gatherer_returns_direct_retrieval_metadata_and_evidence ... ok
test infrastructure::adapters::sift_registry::tests::prepares_bonsai_alias_through_sift_gguf_compatibility_path ... ok
test infrastructure::adapters::http_provider::tests::send_with_retry_retries_on_429_then_succeeds ... ok

test result: ok. 588 passed; 0 failed; 0 ignored; 0 measured; 0 filtered out; finished in 2.42s


